Student_ID_random,Course_ID,time,Concentration,Cluster,Academic_year,Period
170,SKI2005,20094,NA,Methods,2009-2010,4
192,SKI1005,20155,NA,Methods,2015-2016,5
979,SKI1008,20131,NA,Skills,2013-2014,1
2033,SCI2027,20092,NA,NA,2009-2010,2
648,SSC2026,20095,NA,NA,2009-2010,5
222,SSC3036,20141,SSC,Int. Relations,2014-2015,1
1139,COR1004,20145,NA,Philosophy,2014-2015,5
1511,SKI2065,20151,NA,Methods,2015-2016,1
302,HUM2051,20174,HUM,Philosophy,2017-2018,4
2492,PRO1012,20166,NA,Methods,2016-2017,6
1461,SKI1004,20124,NA,Methods,2012-2013,4
547,SSC1009,20131,SSC,Governance,2013-2014,1
1213,SSC2026,20105,NA,NA,2010-2011,5
1824,SSC1002,20071,NA,NA,2007-2008,1
2051,SSC1009,20131,SSC,Governance,2013-2014,1
1875,HUM2043,20115,HUM,Cultural Studies,2011-2012,5
1798,SSC1006,20175,SSC,Int. Relations,2017-2018,5
281,COR1004,20071,NA,Philosophy,2007-2008,1
1876,SAH3001,20141,HUM,NA,2014-2015,1
1323,SKI3002,20092,NA,Skills,2009-2010,2
1690,SKI2007,20114,NA,Skills,2011-2012,4
1358,HUM2051,20124,HUM,Philosophy,2012-2013,4
1307,SAE0001,20091,NA,NA,2009-2010,1
827,SKI2007,20154,NA,Skills,2015-2016,4
1015,SKI2000,20124,NA,Skills,2012-2013,4
49,COR1003,20071,NA,History,2007-2008,1
2367,PRO2003,20133,NA,Skills,2013-2014,3
1534,SKI1005,20085,NA,Methods,2008-2009,5
1119,SSC3019,20141,SSC,Psychology,2014-2015,1
1555,COR1002,20142,NA,Philosophy,2014-2015,2
2116,SSC2046,20151,SSC,Globalization & SD,2015-2016,1
1099,SSC3010,20111,NA,NA,2011-2012,1
1929,HUM3036,20121,HUM,Cultural Studies,2012-2013,1
1138,CAP3000,20104,NA,NA,2010-2011,4
1666,SKI2083,20135,NA,Skills,2013-2014,5
1771,PRO2003,20106,NA,Skills,2010-2011,6
1599,SSC2064,20154,SSC,Governance,2015-2016,4
565,SSC3038,20174,SSC,Sociology,2017-2018,4
1879,SSC1007,20122,SSC,International Law,2012-2013,2
493,SSC2018,20084,SSC,Business,2008-2009,4
2144,PRO2003,20071,NA,Skills,2007-2008,1
1821,COR1003,20171,NA,History,2017-2018,1
2057,SKI2007,20134,NA,Skills,2013-2014,4
2155,PRO1011,20136,NA,NA,2013-2014,6
358,HUM2043,20095,HUM,Cultural Studies,2009-2010,5
452,SSC2024,20122,SSC,International Law,2012-2013,2
687,PRO1011,20106,NA,NA,2010-2011,6
400,SSC1007,20142,SSC,International Law,2014-2015,2
1514,PRO1010,20153,NA,Skills,2015-2016,3
1400,EBC2070,20094,NA,NA,2009-2010,4
2098,SKI1004,20071,NA,Methods,2007-2008,1
1905,COR1003,20094,NA,History,2009-2010,4
193,SSC2043,20125,SSC,Economics,2012-2013,5
217,HUM2003,20131,HUM,Sociology,2013-2014,1
265,COR1004,20112,NA,Philosophy,2011-2012,2
1975,SSC3023,20134,SSC,Philosophy,2013-2014,4
915,HUM3019,20174,HUM,History,2017-2018,4
322,SKI2083,20175,NA,Skills,2017-2018,5
780,UCLCLC250,20071,NA,NA,2007-2008,1
156,HUM2044,20145,HUM,Philosophy,2014-2015,5
2171,SSC3051,20155,SSC,Int. Relations,2015-2016,5
1497,SKI2049,20141,NA,Skills,2014-2015,1
2315,SCI3004,20124,NA,NA,2012-2013,4
1230,SCI2012,20104,SCI,Globalization & SD,2010-2011,4
2168,COR1005,20071,NA,Methods,2007-2008,1
244,SKI1004,20174,NA,Methods,2017-2018,4
316,SCI2034,20152,SCI,Psychology,2015-2016,2
2476,SCI2012,20114,SCI,Globalization & SD,2011-2012,4
2013,SKI2085,20094,NA,Methods,2009-2010,4
294,SAS2002,20151,SSC,NA,2015-2016,1
957,SKI1008,20091,NA,Skills,2009-2010,1
752,SSC1002,20071,NA,NA,2007-2008,1
1834,SAE0006,20094,NA,NA,2009-2010,4
918,HUM3045,20171,HUM,Philosophy,2017-2018,1
136,COR1005,20134,NA,Methods,2013-2014,4
2369,PRO1011,20096,NA,NA,2009-2010,6
2153,SCI3046,20175,SCI,Psychology,2017-2018,5
2221,SKI2083,20155,NA,Skills,2015-2016,5
2365,COR1005,20171,NA,Methods,2017-2018,1
2489,SKI2007,20124,NA,Skills,2012-2013,4
2207,UGR3001,20154,NA,Methods,2015-2016,4
888,HUM2005,20101,HUM,History,2010-2011,1
738,PRO2003,20146,NA,Skills,2014-2015,6
2406,COR1002,20102,NA,Philosophy,2010-2011,2
2383,SAH1001,20161,HUM,NA,2016-2017,1
231,PRO2003,20123,NA,Skills,2012-2013,3
597,SCI2003,20071,NA,NA,2007-2008,1
1764,SKI2083,20105,NA,Skills,2010-2011,5
1270,SAS3001,20111,SSC,NA,2011-2012,1
1906,PRO1012,20176,NA,Methods,2017-2018,6
1868,HUM1012,20101,HUM,Cultural Studies,2010-2011,1
1266,SKI2005,20114,NA,Methods,2011-2012,4
2271,SAS2001,20144,SSC,NA,2014-2015,4
2128,PRO1011,20116,NA,NA,2011-2012,6
962,SCI2034,20142,SCI,Psychology,2014-2015,2
1487,SSC3023,20134,SSC,Philosophy,2013-2014,4
86,SKI3002,20152,NA,Skills,2015-2016,2
2007,SCI2012,20164,SCI,Globalization & SD,2016-2017,4
1551,HUM2046,20091,HUM,Sociology,2009-2010,1
1697,COR1003,20164,NA,History,2016-2017,4
248,SSC2046,20151,SSC,Globalization & SD,2015-2016,1
1394,PRO1009,20086,NA,NA,2008-2009,6
198,SSC3050,20132,SSC,Int. Relations,2013-2014,2
1701,SSC2037,20071,SSC,Int. Relations,2007-2008,1
346,SAS2003,20164,SSC,NA,2016-2017,4
2100,SAC3001,20171,SCI,NA,2017-2018,1
1757,COR1004,20112,NA,Philosophy,2011-2012,2
251,SSC2059,20174,SSC,Sociology,2017-2018,4
1830,SKI1004,20124,NA,Methods,2012-2013,4
76,SSC2018,20164,SSC,Business,2016-2017,4
1644,SKI1004,20114,NA,Methods,2011-2012,4
142,SCI1009,20121,SCI,Biomedical Sciences,2012-2013,1
2337,HUM2046,20151,HUM,Sociology,2015-2016,1
1899,SSC3038,20154,SSC,Sociology,2015-2016,4
192,SKI2007,20161,NA,Skills,2016-2017,1
2302,HUM1010,20085,HUM,International Law,2008-2009,5
1164,COR1002,20115,NA,Philosophy,2011-2012,5
847,COR1004,20175,NA,Philosophy,2017-2018,5
591,PRO3008,20153,NA,Skills,2015-2016,3
1865,PRO1011,20106,NA,NA,2010-2011,6
820,SCI2008,20085,NA,NA,2008-2009,5
2326,COR1005,20154,NA,Methods,2015-2016,4
2359,SAE0001,20091,NA,NA,2009-2010,1
2256,SCI3046,20094,SCI,Psychology,2009-2010,4
1463,COR1002,20132,NA,Philosophy,2013-2014,2
89,COR1005,20174,NA,Methods,2017-2018,4
527,SKI3002,20092,NA,Skills,2009-2010,2
2291,SKI1006,20071,NA,NA,2007-2008,1
1411,CAP3000,20164,NA,NA,2016-2017,4
1716,HUM1011,20151,HUM,Cultural Studies,2015-2016,1
1183,COR1005,20114,NA,Methods,2011-2012,4
649,PRO1009,20071,NA,NA,2007-2008,1
1418,SCI1009,20171,SCI,Biomedical Sciences,2017-2018,1
1797,COR1003,20131,NA,History,2013-2014,1
654,CAP3000,20104,NA,NA,2010-2011,4
995,SAE0004,20101,NA,NA,2010-2011,1
808,EBC2069,20102,NA,NA,2010-2011,2
767,SAE0003,20101,NA,NA,2010-2011,1
2037,SSC2008,20165,SSC,Business,2016-2017,5
2512,PRO2004,20123,NA,Skills,2012-2013,3
190,SKI1004,20071,NA,Methods,2007-2008,1
13,SKI1008,20094,NA,Skills,2009-2010,4
2131,SKI3050,20091,NA,Skills,2009-2010,1
2542,SKI2087,20104,NA,NA,2010-2011,4
663,SKI1008,20161,NA,Skills,2016-2017,1
438,PRO1011,20096,NA,NA,2009-2010,6
1923,SCI2012,20164,SCI,Globalization & SD,2016-2017,4
1984,SSC1006,20105,SSC,Int. Relations,2010-2011,5
410,SSC3050,20122,SSC,Int. Relations,2012-2013,2
1663,SSC1006,20135,SSC,Int. Relations,2013-2014,5
778,SSC1026,20102,NA,NA,2010-2011,2
1721,PRO1009,20071,NA,NA,2007-2008,1
2502,SSC3036,20081,SSC,Int. Relations,2008-2009,1
201,HUM2052,20115,HUM,Philosophy,2011-2012,5
407,HUM3042,20095,HUM,Literature,2009-2010,5
617,HUM1005,20071,NA,NA,2007-2008,1
679,SAS2001,20151,SSC,NA,2015-2016,1
1951,SSC2012,20085,NA,NA,2008-2009,5
1698,SSC3037,20092,NA,NA,2009-2010,2
1869,SKI2005,20144,NA,Methods,2014-2015,4
1288,COR1003,20161,NA,History,2016-2017,1
159,SSC2012,20095,NA,NA,2009-2010,5
1731,SKI1005,20095,NA,Methods,2009-2010,5
2007,SSC3052,20165,SSC,Int. Relations,2016-2017,5
2330,SCI2012,20114,SCI,Globalization & SD,2011-2012,4
1358,SKI3002,20132,NA,Skills,2013-2014,2
1656,PRO1011,20106,NA,NA,2010-2011,6
1903,SAS3002,20164,SSC,NA,2016-2017,4
1303,COR1003,20111,NA,History,2011-2012,1
1125,SKI1008,20171,NA,Skills,2017-2018,1
2357,PRO2003,20136,NA,Skills,2013-2014,6
925,SKI2049,20071,NA,Skills,2007-2008,1
1200,PRO1010,20083,NA,Skills,2008-2009,3
929,SAE0001,20094,NA,NA,2009-2010,4
463,SKI1004,20134,NA,Methods,2013-2014,4
1878,SKI3052,20142,NA,Methods,2014-2015,2
587,SCI1030,20122,NA,NA,2012-2013,2
2280,PRO1010,20163,NA,Skills,2016-2017,3
905,COR1002,20162,NA,Philosophy,2016-2017,2
74,HUM2011,20095,NA,NA,2009-2010,5
524,PRO1010,20173,NA,Skills,2017-2018,3
2423,SKI1004,20084,NA,Methods,2008-2009,4
1372,SSC2042,20095,SSC,International Law,2009-2010,5
2015,SSC1006,20085,SSC,Int. Relations,2008-2009,5
750,SKI1008,20151,NA,Skills,2015-2016,1
426,SKI2003,20124,NA,NA,2012-2013,4
2504,SSC2019,20122,SSC,Psychology,2012-2013,2
858,SSC3032,20162,SSC,Int. Relations,2016-2017,2
205,SSC1026,20084,NA,NA,2008-2009,4
2379,HUM3036,20101,HUM,Cultural Studies,2010-2011,1
159,SAS3004,20111,SSC,NA,2011-2012,1
2195,PRO2003,20126,NA,Skills,2012-2013,6
1791,PRO2003,20176,NA,Skills,2017-2018,6
749,SKI2005,20104,NA,Methods,2010-2011,4
1669,SCI1016,20152,SCI,Globalization & SD,2015-2016,2
2483,SCI2035,20142,SCI,Biomedical Sciences,2014-2015,2
1387,SSC2018,20071,SSC,Business,2007-2008,1
790,SKI1009,20142,NA,Skills,2014-2015,2
1656,SCI2012,20104,SCI,Globalization & SD,2010-2011,4
1080,SSC1025,20174,SSC,Governance,2017-2018,4
410,SSC2051,20105,NA,NA,2010-2011,5
614,PRO1011,20106,NA,NA,2010-2011,6
1300,COR1005,20124,NA,Methods,2012-2013,4
436,COR1004,20125,NA,Philosophy,2012-2013,5
1808,SAE0001,20094,NA,NA,2009-2010,4
1134,SKI2002,20071,NA,NA,2007-2008,1
1677,SKI1005,20105,NA,Methods,2010-2011,5
2444,SKI2007,20131,NA,Skills,2013-2014,1
589,SSC3032,20142,SSC,Int. Relations,2014-2015,2
1426,SSC1002,20082,NA,NA,2008-2009,2
1638,PRO1010,20093,NA,Skills,2009-2010,3
798,SAH3001,20151,HUM,NA,2015-2016,1
1924,SSC1002,20071,NA,NA,2007-2008,1
2406,SIK2000,20111,NA,NA,2011-2012,1
722,SSC2012,20071,NA,NA,2007-2008,1
839,PRO1011,20136,NA,NA,2013-2014,6
846,SKI3002,20152,NA,Skills,2015-2016,2
2332,PRO1009,20071,NA,NA,2007-2008,1
569,SSC3038,20124,SSC,Sociology,2012-2013,4
356,SSC3019,20141,SSC,Psychology,2014-2015,1
918,SKI1004,20151,NA,Methods,2015-2016,1
90,SSC3040,20145,SSC,Sociology,2014-2015,5
2172,PRO2003,20106,NA,Skills,2010-2011,6
597,SCI2011,20081,SCI,Computer Science,2008-2009,1
1319,UCEXTE1198,20082,NA,NA,2008-2009,2
1712,SKI1005,20115,NA,Methods,2011-2012,5
1780,SKI1007,20071,NA,NA,2007-2008,1
1425,HUM2005,20131,HUM,History,2013-2014,1
337,SKI3002,20122,NA,Skills,2012-2013,2
282,SAH1001,20121,HUM,NA,2012-2013,1
1589,HUM2053,20105,NA,NA,2010-2011,5
1273,PRO2011,20153,NA,Skills,2015-2016,3
86,SSC3018,20155,SSC,Methods,2015-2016,5
2055,SCI2012,20114,SCI,Globalization & SD,2011-2012,4
230,SSC2061,20172,SSC,Methods,2017-2018,2
789,HUM1005,20081,NA,NA,2008-2009,1
1088,SSC2024,20142,SSC,International Law,2014-2015,2
2208,SSC2022,20071,SSC,Business,2007-2008,1
1688,SCI3022,20121,NA,NA,2012-2013,1
627,CAP3000,20111,NA,NA,2011-2012,1
2143,SSC1026,20084,NA,NA,2008-2009,4
1698,UCEXTE1281,20082,NA,NA,2008-2009,2
1958,PRO1012,20146,NA,Methods,2014-2015,6
2269,SSC3016,20145,SSC,Globalization & SD,2014-2015,5
2226,CAP3000,20134,NA,NA,2013-2014,4
72,COR1002,20112,NA,Philosophy,2011-2012,2
1418,SKI1008,20171,NA,Skills,2017-2018,1
407,HUM2014,20112,HUM,Philosophy,2011-2012,2
943,SCI3046,20175,SCI,Psychology,2017-2018,5
1186,SKI2003,20121,NA,NA,2012-2013,1
797,SSC1003,20151,SSC,Sociology,2015-2016,1
2137,SSC1025,20154,SSC,Governance,2015-2016,4
1538,SKI1008,20121,NA,Skills,2012-2013,1
67,SSC3038,20094,SSC,Sociology,2009-2010,4
811,SKI3052,20132,NA,Methods,2013-2014,2
2294,SSC3046,20094,NA,NA,2009-2010,4
975,SKI1009,20142,NA,Skills,2014-2015,2
1656,COR1005,20104,NA,Methods,2010-2011,4
1298,SCI2018,20131,SCI,Mathematics,2013-2014,1
1754,SAE0004,20101,NA,NA,2010-2011,1
594,SKI2083,20085,NA,Skills,2008-2009,5
1115,SKI3002,20172,NA,Skills,2017-2018,2
1763,SSC3023,20174,SSC,Philosophy,2017-2018,4
550,SAS2001,20141,SSC,NA,2014-2015,1
1913,SSC1006,20071,SSC,Int. Relations,2007-2008,1
524,COR1004,20175,NA,Philosophy,2017-2018,5
14,SKI1004,20154,NA,Methods,2015-2016,4
211,SKI2049,20151,NA,Skills,2015-2016,1
594,SSC2036,20082,SSC,Business,2008-2009,2
1940,COR1003,20101,NA,History,2010-2011,1
1869,SAS3001,20141,SSC,NA,2014-2015,1
1117,HUM2030,20145,HUM,Cultural Studies,2014-2015,5
1303,COR1003,20091,NA,History,2009-2010,1
1751,SKI2049,20111,NA,Skills,2011-2012,1
1710,SKI1006,20081,NA,NA,2008-2009,1
1532,PRO1010,20071,NA,Skills,2007-2008,1
630,SSC1025,20084,SSC,Governance,2008-2009,4
2054,SSC1009,20091,SSC,Governance,2009-2010,1
1983,SAE0005,20094,NA,NA,2009-2010,4
486,SKI2084,20112,NA,Skills,2011-2012,2
1736,SSC2038,20164,SSC,Economics,2016-2017,4
617,UCLCLC226,20081,NA,NA,2008-2009,1
1776,COR1003,20144,NA,History,2014-2015,4
673,SSC3032,20172,SSC,Int. Relations,2017-2018,2
387,SSC1007,20152,SSC,International Law,2015-2016,2
305,SKI2000,20121,NA,Skills,2012-2013,1
1460,SSC3040,20135,SSC,Sociology,2013-2014,5
1199,SSC2014,20081,NA,NA,2008-2009,1
1556,SKI2049,20141,NA,Skills,2014-2015,1
571,SSC3045,20132,SSC,Business,2013-2014,2
1182,SSC2006,20114,SSC,Psychology,2011-2012,4
1290,PRO3008,20133,NA,Skills,2013-2014,3
1308,SCI2020,20111,NA,NA,2011-2012,1
1623,PRO1012,20146,NA,Methods,2014-2015,6
1723,PRO1010,20143,NA,Skills,2014-2015,3
2238,SSC2018,20084,SSC,Business,2008-2009,4
808,SAC3001,20104,SCI,NA,2010-2011,4
2435,HUM2007,20175,HUM,History,2017-2018,5
361,PRO3008,20123,NA,Skills,2012-2013,3
1533,SKI1005,20071,NA,Methods,2007-2008,1
1322,SKI2084,20145,NA,Skills,2014-2015,5
1779,SSC3010,20101,NA,NA,2010-2011,1
280,SSC3032,20082,SSC,Int. Relations,2008-2009,2
1722,SKI2007,20111,NA,Skills,2011-2012,1
1400,SSC3048,20104,NA,NA,2010-2011,4
98,SSC3045,20101,SSC,Business,2010-2011,1
712,EBC2041,20144,NA,NA,2014-2015,4
2324,SCI2036,20162,SCI,Computer Science,2016-2017,2
1891,COR1005,20071,NA,Methods,2007-2008,1
1985,PRO2003,20093,NA,Skills,2009-2010,3
1155,SSC3036,20101,SSC,Int. Relations,2010-2011,1
662,SAE0005,20094,NA,NA,2009-2010,4
1640,COR1004,20172,NA,Philosophy,2017-2018,2
1976,HUM1013,20142,HUM,History,2014-2015,2
1071,SSC3046,20094,NA,NA,2009-2010,4
2387,UCLCLC272,20084,NA,NA,2008-2009,4
2490,SSC2038,20114,SSC,Economics,2011-2012,4
2041,SCI2034,20162,SCI,Psychology,2016-2017,2
1946,COR1005,20114,NA,Methods,2011-2012,4
851,SKI2049,20154,NA,Skills,2015-2016,4
2358,HUM2043,20135,HUM,Cultural Studies,2013-2014,5
1958,SSC2019,20162,SSC,Psychology,2016-2017,2
298,PRO1009,20071,NA,NA,2007-2008,1
1824,SCI1016,20082,SCI,Globalization & SD,2008-2009,2
1848,UCLCLC226,20081,NA,NA,2008-2009,1
1785,COR1005,20131,NA,Methods,2013-2014,1
1075,PRO1009,20071,NA,NA,2007-2008,1
2284,COR1005,20144,NA,Methods,2014-2015,4
1150,PRO1010,20173,NA,Skills,2017-2018,3
8,SSC2060,20175,SSC,International Law,2017-2018,5
39,SSC3050,20152,SSC,Int. Relations,2015-2016,2
1878,SCI2036,20142,SCI,Computer Science,2014-2015,2
68,PRO2003,20103,NA,Skills,2010-2011,3
260,SSC3047,20152,SSC,Globalization & SD,2015-2016,2
2241,SSC3050,20122,SSC,Int. Relations,2012-2013,2
2257,PRO1012,20166,NA,Methods,2016-2017,6
970,SSC3018,20145,SSC,Methods,2014-2015,5
484,COR1003,20164,NA,History,2016-2017,4
1379,SKI3002,20132,NA,Skills,2013-2014,2
1254,SSC3032,20135,SSC,Int. Relations,2013-2014,5
2512,SSC3036,20131,SSC,Int. Relations,2013-2014,1
740,UCEXTE0323,20084,NA,NA,2008-2009,4
346,SSC3052,20175,SSC,Int. Relations,2017-2018,5
516,COR1005,20114,NA,Methods,2011-2012,4
541,COR1005,20171,NA,Methods,2017-2018,1
450,SAE0007,20094,NA,NA,2009-2010,4
58,SCI2008,20071,NA,NA,2007-2008,1
1317,COR1003,20144,NA,History,2014-2015,4
1216,SSC1006,20155,SSC,Int. Relations,2015-2016,5
892,SSC2036,20082,SSC,Business,2008-2009,2
1343,SSC1007,20112,SSC,International Law,2011-2012,2
1356,HUM3036,20151,HUM,Cultural Studies,2015-2016,1
1024,SAS2001,20171,SSC,NA,2017-2018,1
1960,SSC3023,20114,SSC,Philosophy,2011-2012,4
818,SCI1016,20102,SCI,Globalization & SD,2010-2011,2
464,SSC3032,20172,SSC,Int. Relations,2017-2018,2
1101,SSC2052,20144,SSC,Economics,2014-2015,4
837,SSC2059,20164,SSC,Sociology,2016-2017,4
1415,PRO1010,20163,NA,Skills,2016-2017,3
470,SCI2031,20144,SCI,Biomedical Sciences,2014-2015,4
1210,COR1002,20175,NA,Philosophy,2017-2018,5
2234,SSC3048,20134,NA,NA,2013-2014,4
2329,COR1002,20132,NA,Philosophy,2013-2014,2
1350,UCEXTE1311,20082,NA,NA,2008-2009,2
1655,SKI3002,20092,NA,Skills,2009-2010,2
278,SSC3012,20132,SSC,Int. Relations,2013-2014,2
377,COR1003,20111,NA,History,2011-2012,1
2250,PRO2003,20083,NA,Skills,2008-2009,3
301,SKI3052,20162,NA,Methods,2016-2017,2
2352,SKI1009,20172,NA,Skills,2017-2018,2
2468,SCI2033,20164,SCI,Computer Science,2016-2017,4
1409,SSC2022,20085,SSC,Business,2008-2009,5
1287,SSC2061,20142,SSC,Methods,2014-2015,2
1733,SAH3001,20171,HUM,NA,2017-2018,1
480,SAS3001,20161,SSC,NA,2016-2017,1
968,PRO1011,20096,NA,NA,2009-2010,6
827,PRO1012,20146,NA,Methods,2014-2015,6
1327,COR1003,20131,NA,History,2013-2014,1
1400,SKI3051,20092,NA,Skills,2009-2010,2
1908,HUM2046,20111,HUM,Sociology,2011-2012,1
1113,SKI2085,20151,NA,Methods,2015-2016,1
369,SKI1005,20145,NA,Methods,2014-2015,5
2543,SSC2028,20172,SSC,Sociology,2017-2018,2
207,SKI2049,20071,NA,Skills,2007-2008,1
1085,HUM3045,20141,HUM,Philosophy,2014-2015,1
1874,SKI1008,20121,NA,Skills,2012-2013,1
1458,COR1003,20071,NA,History,2007-2008,1
187,PRO2003,20146,NA,Skills,2014-2015,6
757,SCI2034,20094,SCI,Psychology,2009-2010,4
2107,SCI2018,20162,SCI,Mathematics,2016-2017,2
1292,SSC2053,20125,SSC,Governance,2012-2013,5
2413,SCI1016,20092,SCI,Globalization & SD,2009-2010,2
506,UCLCLC209,20084,NA,NA,2008-2009,4
1054,COR1005,20124,NA,Methods,2012-2013,4
522,CAP3000,20083,NA,NA,2008-2009,3
1421,SSC1009,20081,SSC,Governance,2008-2009,1
1110,COR1003,20081,NA,History,2008-2009,1
2037,SSC3012,20162,SSC,Int. Relations,2016-2017,2
1705,SKI2083,20135,NA,Skills,2013-2014,5
532,SKI1005,20071,NA,Methods,2007-2008,1
1623,PRO3008,20156,NA,Skills,2015-2016,6
2371,HUM2025,20084,NA,NA,2008-2009,4
209,SSC3037,20102,NA,NA,2010-2011,2
286,SSC2046,20171,SSC,Globalization & SD,2017-2018,1
778,SKI2007,20111,NA,Skills,2011-2012,1
1443,SSC1025,20134,SSC,Governance,2013-2014,4
1684,SKI1009,20092,NA,Skills,2009-2010,2
1823,SCI2040,20164,SCI,Biomedical Sciences,2016-2017,4
186,SKI3050,20071,NA,Skills,2007-2008,1
648,SSC1005,20071,SSC,Psychology,2007-2008,1
1403,SSC3036,20081,SSC,Int. Relations,2008-2009,1
786,SCI2009,20165,SCI,Biomedical Sciences,2016-2017,5
219,SKI2049,20091,NA,Skills,2009-2010,1
2389,COR1004,20071,NA,Philosophy,2007-2008,1
1347,SAC3001,20134,SCI,NA,2013-2014,4
345,SKI1006,20071,NA,NA,2007-2008,1
1712,COR1002,20125,NA,Philosophy,2012-2013,5
506,SSC2039,20094,SSC,Philosophy,2009-2010,4
1310,SSC1005,20141,SSC,Psychology,2014-2015,1
368,SSC2033,20071,NA,NA,2007-2008,1
753,SKI3051,20102,NA,Skills,2010-2011,2
190,HUM2003,20101,HUM,Sociology,2010-2011,1
1444,SCI3022,20121,NA,NA,2012-2013,1
2514,PRO1010,20123,NA,Skills,2012-2013,3
1021,SSC2028,20092,SSC,Sociology,2009-2010,2
2491,SSC1028,20132,NA,NA,2013-2014,2
171,PRO3008,20103,NA,Skills,2010-2011,3
173,COR1003,20161,NA,History,2016-2017,1
1113,HUM2003,20141,HUM,Sociology,2014-2015,1
1389,SAS2002,20124,SSC,NA,2012-2013,4
1096,SAS3002,20144,SSC,NA,2014-2015,4
960,SKI1004,20164,NA,Methods,2016-2017,4
1594,COR1002,20155,NA,Philosophy,2015-2016,5
629,SKI1008,20161,NA,Skills,2016-2017,1
111,PRA3008,20165,NA,NA,2016-2017,5
859,COR1005,20071,NA,Methods,2007-2008,1
835,SAH1001,20171,HUM,NA,2017-2018,1
1504,HUM3037,20092,NA,NA,2009-2010,2
2240,SAS3001,20151,SSC,NA,2015-2016,1
1644,SSC3036,20131,SSC,Int. Relations,2013-2014,1
2408,SKI1005,20155,NA,Methods,2015-2016,5
601,SSC2041,20091,NA,NA,2009-2010,1
107,HUM3036,20171,HUM,Cultural Studies,2017-2018,1
1701,UCEXTE1163,20082,NA,NA,2008-2009,2
940,PRO3006,20093,NA,Skills,2009-2010,3
2368,SKI2002,20071,NA,NA,2007-2008,1
316,COR1003,20164,NA,History,2016-2017,4
2465,PRO2004,20123,NA,Skills,2012-2013,3
2365,SKI1009,20162,NA,Skills,2016-2017,2
1194,HUM2046,20091,HUM,Sociology,2009-2010,1
229,PRO2003,20071,NA,Skills,2007-2008,1
2017,SSC1005,20111,SSC,Psychology,2011-2012,1
599,SKI3002,20142,NA,Skills,2014-2015,2
1385,COR1004,20095,NA,Philosophy,2009-2010,5
131,PRO1011,20136,NA,NA,2013-2014,6
37,SKI1004,20124,NA,Methods,2012-2013,4
556,SSC3045,20162,SSC,Business,2016-2017,2
399,SAS2002,20104,SSC,NA,2010-2011,4
408,SAS3002,20154,SSC,NA,2015-2016,4
1420,PRO2003,20096,NA,Skills,2009-2010,6
1311,COR1004,20165,NA,Philosophy,2016-2017,5
1451,SSC3049,20151,SSC,International Law,2015-2016,1
1460,COR1004,20122,NA,Philosophy,2012-2013,2
751,SSC1009,20151,SSC,Governance,2015-2016,1
633,SSC1007,20152,SSC,International Law,2015-2016,2
11,COR1003,20071,NA,History,2007-2008,1
749,SCI2012,20084,SCI,Globalization & SD,2008-2009,4
2307,SSC3032,20142,SSC,Int. Relations,2014-2015,2
288,COR1004,20145,NA,Philosophy,2014-2015,5
1279,SCI3046,20145,SCI,Psychology,2014-2015,5
581,HUM2030,20165,HUM,Cultural Studies,2016-2017,5
1833,PRO1010,20153,NA,Skills,2015-2016,3
2215,HUM2043,20175,HUM,Cultural Studies,2017-2018,5
490,PRO1010,20173,NA,Skills,2017-2018,3
487,SAE0002,20094,NA,NA,2009-2010,4
2449,PRO1010,20143,NA,Skills,2014-2015,3
924,SSC2046,20141,SSC,Globalization & SD,2014-2015,1
1453,SKI1008,20101,NA,Skills,2010-2011,1
1101,PRO1010,20123,NA,Skills,2012-2013,3
2274,SSC1005,20071,SSC,Psychology,2007-2008,1
177,SSC1027,20175,SSC,Economics,2017-2018,5
2502,SSC3036,20091,SSC,Int. Relations,2009-2010,1
265,SSC1006,20101,SSC,Int. Relations,2010-2011,1
1548,SSC2038,20084,SSC,Economics,2008-2009,4
1802,SSC2028,20082,SSC,Sociology,2008-2009,2
1785,SCI1016,20162,SCI,Globalization & SD,2016-2017,2
1235,SKI2005,20114,NA,Methods,2011-2012,4
1460,HUM1003,20144,HUM,Cultural Studies,2014-2015,4
1877,SSC2012,20071,NA,NA,2007-2008,1
457,SKI3052,20172,NA,Methods,2017-2018,2
2060,SKI1008,20121,NA,Skills,2012-2013,1
2487,SSC2034,20145,SSC,International Law,2014-2015,5
2234,SCI3006,20154,SCI,Mathematics,2015-2016,4
65,PRO1010,20071,NA,Skills,2007-2008,1
1664,SKI2083,20175,NA,Skills,2017-2018,5
1531,UCEXTE1360,20082,NA,NA,2008-2009,2
638,HUM2022,20092,HUM,Cultural Studies,2009-2010,2
2400,HUM1005,20071,NA,NA,2007-2008,1
901,SSC2025,20132,SSC,Psychology,2013-2014,2
412,COR1004,20155,NA,Philosophy,2015-2016,5
874,SSC2018,20154,SSC,Business,2015-2016,4
2276,SSC3032,20105,SSC,Int. Relations,2010-2011,5
2180,SCI2008,20125,NA,NA,2012-2013,5
1095,SSC1027,20142,SSC,Economics,2014-2015,2
1839,HUM2043,20165,HUM,Cultural Studies,2016-2017,5
1779,SSC2006,20104,SSC,Psychology,2010-2011,4
1846,SCI2035,20162,SCI,Biomedical Sciences,2016-2017,2
245,SKI2000,20111,NA,Skills,2011-2012,1
2186,SKI2007,20134,NA,Skills,2013-2014,4
585,SKI1004,20114,NA,Methods,2011-2012,4
